CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS
0,1,1,3,270000.0,1,1,1,-13092,-2443,5.0
1,0,0,0,81000.0,1,1,1,-22866,365243,2.0
1,0,1,1,49500.0,1,1,3,-8698,-1470,3.0
1,1,0,2,112500.0,1,1,3,-13292,-1164,4.0
1,1,0,1,175500.0,3,1,1,-11558,-4604,3.0
1,0,1,2,180000.0,3,1,1,-10965,-3570,4.0
0,0,1,0,76500.0,1,1,1,-23219,365243,2.0
1,1,1,2,315000.0,3,1,1,-11088,-4362,4.0
0,1,1,2,450000.0,3,1,1,-14931,-798,4.0
0,0,0,0,157500.0,1,1,1,-10977,-2687,2.0
1,0,1,0,225000.0,1,1,1,-15444,-2047,2.0
0,1,1,1,180000.0,3,1,1,-15933,-1256,3.0
1,0,1,0,450000.0,3,3,1,-17135,-433,1.0
1,0,1,0,202500.0,1,0,1,-20744,365243,2.0
0,1,0,0,315000.0,1,1,2,-16813,-829,2.0
1,0,0,0,585000.0,3,1,1,-23505,-3720,2.0
0,1,1,0,211500.0,1,1,1,-19811,-221,2.0
1,0,1,0,135000.0,1,1,1,-19783,-2625,2.0
1,0,0,0,81000.0,2,2,3,-8118,-221,1.0
1,0,0,0,112500.0,1,3,3,-8841,-586,1.0
0,1,0,1,270000.0,1,1,1,-15820,-3631,3.0
1,1,1,0,180000.0,1,3,1,-21648,-2748,1.0
1,0,1,0,270000.0,1,4,2,-23431,-2809,1.0
0,0,1,0,126000.0,1,2,1,-8391,-864,1.0
1,1,1,1,247500.0,1,1,1,-17929,-2325,3.0
0,0,1,2,225000.0,3,1,1,-13020,-256,4.0
1,0,1,0,157500.0,1,1,1,-12563,-772,2.0
0,0,1,0,112500.0,3,1,1,-11771,-3755,2.0
1,0,1,0,297000.0,1,1,1,-16324,-5582,2.0
1,0,1,0,112500.0,1,2,1,-17956,-4517,1.0
1,0,1,0,315000.0,1,1,1,-14395,-2325,2.0
0,0,1,0,540000.0,1,1,1,-20875,-134,2.0
1,0,1,1,292500.0,3,1,1,-13782,-4060,3.0
1,0,1,1,180000.0,1,1,1,-14243,-530,3.0
0,0,0,0,180000.0,1,1,1,-15699,-1046,2.0
1,0,1,0,166500.0,1,1,1,-22582,-1017,2.0
1,1,0,0,202500.0,1,2,1,-12425,-742,1.0
1,0,1,0,112500.0,1,2,1,-15164,-5582,1.0
1,0,1,0,99000.0,1,4,1,-22065,365243,1.0
1,1,1,0,112500.0,1,1,1,-10332,-925,2.0
1,0,0,0,270000.0,3,1,3,-11995,-2538,2.0
0,0,1,0,202500.0,1,0,1,-18219,365243,2.0
1,0,1,0,112500.0,1,1,1,-22052,365243,2.0
1,0,0,0,157500.0,3,1,1,-16817,-1261,2.0
1,0,1,0,90000.0,1,1,1,-17314,-1108,2.0
0,1,1,0,202500.0,2,2,1,-8714,-1442,1.0
0,1,0,0,112500.0,1,1,1,-17064,-4333,2.0
1,0,1,0,135000.0,1,1,1,-16475,-407,2.0
1,0,1,0,115200.0,1,4,1,-19336,-3025,1.0
0,1,1,1,360000.0,3,1,1,-13336,-3299,3.0
0,1,0,0,247500.0,1,2,1,-9472,-287,1.0
1,0,1,0,225000.0,1,2,1,-17865,-3178,1.0
1,0,1,0,67500.0,1,1,1,-24835,365243,2.0
1,0,1,0,67500.0,1,1,1,-20111,365243,2.0
1,0,1,2,360000.0,3,2,1,-16038,-925,3.0
1,0,0,0,270000.0,1,3,2,-16223,-287,1.0
1,1,1,0,238500.0,1,2,1,-13298,-6708,1.0
0,0,1,1,180000.0,3,0,1,-9811,-833,3.0
0,1,1,0,675000.0,3,1,1,-14090,-1411,2.0
1,0,1,2,67500.0,1,1,1,-14256,-5094,4.0
1,0,1,1,81000.0,1,3,1,-16848,-591,2.0
1,0,1,1,130500.0,1,0,1,-16576,-1656,3.0
1,0,1,1,225000.0,3,3,1,-11190,-925,2.0
1,1,1,0,180000.0,1,1,1,-20676,365243,2.0
1,0,0,1,72000.0,1,1,3,-11312,-1776,3.0
0,0,1,0,180000.0,1,1,1,-16356,-1442,2.0
0,0,1,0,135000.0,1,1,1,-17981,-3999,2.0
1,0,1,2,157500.0,3,2,1,-13131,-591,3.0
1,0,1,2,135000.0,1,1,1,-10106,-2447,4.0
1,0,1,0,112500.0,1,1,1,-18954,-1169,2.0
1,0,0,0,89100.0,1,1,1,-15687,-2417,2.0
1,1,1,1,220500.0,0,0,1,-14973,-7804,3.0
0,0,1,0,157500.0,1,2,1,-20364,-407,1.0
0,1,1,0,157500.0,1,1,1,-11672,-195,2.0
1,0,1,0,90000.0,1,3,1,-17423,-1717,1.0
0,1,1,0,126000.0,1,1,1,-19013,-226,2.0
1,0,0,0,135000.0,1,0,3,-20175,-6465,2.0
1,1,1,1,153000.0,3,1,1,-13850,-4121,3.0
0,0,1,0,180000.0,1,0,1,-12010,-3694,2.0
0,1,0,0,135000.0,0,1,1,-13729,-621,2.0
0,0,0,1,225000.0,1,1,2,-14912,-3117,3.0
1,0,1,0,225000.0,1,3,1,-17263,-1929,1.0
1,0,1,0,360000.0,1,1,1,-16830,-2507,2.0
0,1,0,0,243000.0,1,3,1,-19694,-5582,1.0
0,0,1,1,126000.0,1,1,1,-9938,-2538,3.0
1,0,1,1,218700.0,1,1,1,-14990,-1776,3.0
0,0,1,0,225000.0,3,1,1,-17802,-833,2.0
1,1,1,0,292500.0,3,4,1,-17348,-134,1.0
1,0,1,0,180000.0,3,1,1,-18945,-2172,2.0
1,0,1,1,67500.0,1,3,1,-15147,-4121,2.0
0,1,0,1,180000.0,1,1,1,-11308,-1291,3.0
1,0,1,0,180000.0,3,1,1,-11409,-2844,2.0
0,0,1,0,225000.0,1,2,1,-8406,-711,1.0
0,0,1,0,135000.0,1,1,1,-20265,-3602,2.0
0,1,0,2,418500.0,3,1,1,-15652,-287,4.0
1,0,0,0,90000.0,1,1,1,-10322,-621,2.0
1,0,1,0,81000.0,1,4,1,-23374,365243,1.0
1,0,0,0,112500.0,2,2,3,-11022,-1473,1.0
1,1,1,0,112500.0,1,1,1,-15338,-1868,2.0
1,0,1,0,157500.0,1,2,1,-19477,-4456,1.0
0,0,1,0,207000.0,1,1,1,-17570,-3968,2.0
0,0,1,0,180000.0,1,1,1,-13382,-560,2.0
0,0,0,0,175500.0,1,2,3,-10416,-2630,1.0
1,0,1,1,157500.0,1,1,1,-23300,365243,3.0
1,0,1,0,157500.0,1,1,1,-19779,-8931,2.0
1,0,0,0,157500.0,1,2,1,-21956,365243,1.0
1,1,1,0,180000.0,1,1,2,-15906,-2752,2.0
1,0,1,1,58500.0,1,1,1,-11173,-2995,3.0
1,0,1,1,90000.0,1,1,1,-14823,-195,3.0
0,1,1,0,166500.0,1,1,1,-18985,365243,2.0
1,0,1,3,315000.0,3,1,1,-12967,-711,5.0
1,0,1,1,112500.0,1,1,2,-14398,-652,3.0
1,1,1,0,315000.0,3,1,1,-20948,365243,2.0
1,0,1,0,225000.0,1,3,1,-18304,-3694,1.0
1,0,1,0,90000.0,1,1,1,-9665,-2691,2.0
1,0,1,0,225000.0,3,2,1,-11118,-226,1.0
0,1,1,2,315000.0,3,1,1,-17431,-2356,4.0
0,1,1,0,157500.0,1,1,1,-21565,365243,2.0
1,0,1,0,108000.0,1,1,1,-21046,365243,2.0
1,0,1,3,67500.0,1,1,1,-11485,-2783,5.0
0,1,1,0,157500.0,3,1,5,-17015,-915,2.0
0,1,0,0,166500.0,1,1,1,-11401,-428,2.0
1,0,1,0,112500.0,1,1,1,-14736,-1616,2.0
0,1,1,2,184500.0,1,1,1,-17359,-9316,4.0
1,0,1,0,270000.0,1,1,1,-16725,-3350,2.0
1,0,0,0,81000.0,1,4,2,-16079,365243,1.0
1,1,1,0,225000.0,1,2,1,-9274,-1981,1.0
0,1,0,0,270000.0,3,1,5,-12439,-1098,2.0
1,0,0,0,135000.0,3,2,3,-10701,-1098,1.0
1,1,1,1,202500.0,3,2,1,-12679,-1797,2.0
1,0,1,0,157500.0,1,0,1,-12096,-3868,2.0
1,0,1,0,157500.0,1,1,1,-23012,365243,2.0
0,1,0,0,360000.0,1,1,1,-15737,-1128,2.0
1,0,1,0,112500.0,1,1,1,-18899,-1889,2.0
1,1,1,2,252000.0,1,1,1,-10759,-3319,4.0
1,0,0,0,112500.0,1,1,0,-10865,-1312,2.0
0,0,1,1,180000.0,1,2,1,-16658,-124,2.0
0,1,1,1,405000.0,2,1,1,-13153,-277,3.0
1,0,1,1,112500.0,1,2,1,-13005,-1036,2.0
1,0,0,0,135000.0,1,1,0,-12644,-885,2.0
1,0,1,0,180000.0,1,1,5,-21003,365243,2.0
0,1,1,1,135000.0,1,1,1,-15252,-7947,3.0
1,1,1,0,171000.0,1,3,1,-13847,-4933,1.0
1,0,1,0,205200.0,3,1,1,-18702,-3138,2.0
0,0,1,0,180000.0,1,0,0,-9891,-1189,2.0
1,1,1,2,90000.0,1,1,1,-13329,-520,4.0
1,0,1,0,135000.0,1,4,1,-24638,365243,1.0
0,1,0,1,405000.0,3,1,1,-15837,-5634,3.0
1,0,0,0,112500.0,1,1,1,-14424,-1585,2.0
1,1,1,1,135000.0,1,0,1,-14787,-2773,3.0
0,1,1,2,450000.0,3,1,1,-17724,-1220,4.0
1,1,1,2,211500.0,1,1,1,-12313,-2803,4.0
0,1,1,0,180000.0,3,1,1,-13277,-611,2.0
0,1,0,1,180000.0,3,1,1,-16669,-489,3.0
1,1,0,1,202500.0,1,2,0,-12246,-2742,2.0
0,0,1,0,135000.0,1,1,1,-22010,365243,2.0
1,0,1,0,90000.0,1,1,1,-22154,365243,2.0
1,0,1,0,270000.0,3,1,1,-13777,-1128,2.0
1,0,1,0,112500.0,1,1,1,-15146,-8159,2.0
1,1,0,1,148500.0,1,0,1,-11542,-1036,3.0
1,1,1,2,135000.0,3,1,1,-12817,-2193,4.0
1,1,1,1,585000.0,3,1,1,-14904,-2620,3.0
0,1,0,0,157500.0,3,1,1,-19446,-5268,2.0
1,1,1,2,135000.0,1,1,1,-10674,-305,4.0
1,0,1,0,135000.0,1,3,1,-22614,365243,1.0
1,0,1,0,67500.0,1,1,1,-24249,365243,2.0
1,1,1,2,112500.0,1,1,1,-14315,-185,4.0
1,1,1,0,180000.0,1,1,1,-15993,-1067,2.0
1,1,1,0,225000.0,1,4,1,-15879,-1707,1.0
1,0,1,0,141750.0,1,1,5,-16740,-155,2.0
1,0,1,0,103500.0,1,0,1,-21633,-2950,2.0
1,0,1,0,135000.0,1,1,1,-19465,-3072,2.0
1,0,1,0,157500.0,1,4,1,-24301,365243,1.0
0,1,1,0,225000.0,1,1,1,-17346,-3894,2.0
1,0,1,0,180000.0,3,1,1,-11818,-3254,2.0
1,0,0,0,225000.0,1,2,1,-13960,-4229,1.0
1,0,1,0,135000.0,1,2,1,-22763,365243,1.0
1,0,1,1,90000.0,1,1,1,-12460,-576,3.0
1,0,1,0,90000.0,1,1,1,-8971,-1731,2.0
1,1,1,0,229500.0,1,1,1,-22349,365243,2.0
1,0,1,0,135000.0,1,1,1,-22491,365243,2.0
1,0,1,1,225000.0,1,3,1,-13568,-3923,2.0
1,0,1,1,157500.0,2,1,1,-8922,-2219,3.0
1,0,1,0,112500.0,1,0,1,-15032,-2554,2.0
1,0,1,0,157500.0,1,1,1,-20583,365243,2.0
1,0,0,1,112500.0,3,1,1,-10820,-2096,3.0
1,0,0,0,76500.0,1,2,1,-16271,-1489,1.0
1,1,1,0,171000.0,3,4,1,-20487,-9493,1.0
1,0,1,0,189000.0,1,2,1,-14075,-2554,1.0
1,0,1,0,270000.0,3,1,1,-19038,365243,2.0
1,1,0,0,157500.0,1,0,1,-11571,-270,2.0
1,0,0,1,112500.0,1,2,3,-13916,-1032,2.0
1,0,1,0,81000.0,1,4,1,-22087,365243,1.0
1,0,0,0,90000.0,3,1,1,-24510,-120,2.0
0,0,1,0,157500.0,1,2,1,-12562,-1185,1.0
1,1,1,0,76500.0,1,1,1,-20631,365243,2.0
0,0,1,0,157500.0,1,1,1,-19740,-3529,2.0
1,0,1,2,585000.0,3,1,1,-14809,-1093,4.0
1,0,1,0,103500.0,1,0,1,-22165,365243,2.0
1,0,1,0,90000.0,3,2,1,-13177,-332,1.0
0,0,1,0,202500.0,2,2,1,-13390,-911,1.0
0,0,1,0,189000.0,2,2,1,-8506,-1246,1.0
1,0,0,1,157500.0,3,1,1,-10799,-1581,3.0
0,1,1,0,202500.0,1,1,1,-10028,-1124,2.0
1,0,1,0,157500.0,1,3,1,-23356,365243,1.0
1,0,0,0,112500.0,1,1,3,-13618,-1642,2.0
1,0,1,0,51430.5,3,4,1,-21106,365243,1.0
1,0,1,0,202500.0,1,1,1,-13824,-150,2.0
1,0,0,0,135000.0,1,1,1,-13985,-1307,2.0
1,0,1,0,270000.0,1,2,1,-18214,-4288,1.0
0,1,1,1,225000.0,1,1,1,-12994,-819,3.0
0,1,0,1,135000.0,1,1,3,-16529,-788,3.0
1,0,1,2,108000.0,1,0,1,-12560,-1001,4.0
0,0,1,1,180000.0,3,0,1,-12596,-120,3.0
1,1,0,1,189000.0,3,1,1,-13433,-2402,3.0
1,0,1,1,112500.0,1,0,1,-10027,-1246,3.0
1,0,0,2,135000.0,1,1,1,-14674,-7516,4.0
1,0,1,0,90000.0,1,1,1,-23014,365243,2.0
0,0,1,0,157500.0,1,2,1,-12016,-2950,1.0
0,0,0,0,103500.0,1,0,1,-21821,-6145,2.0
1,1,1,1,234000.0,1,1,1,-15342,-3680,3.0
1,1,1,2,202500.0,1,1,1,-10220,-150,4.0
1,0,1,0,68400.0,1,4,1,-24455,365243,1.0
0,1,1,0,202500.0,3,1,1,-12995,-3741,2.0
1,1,1,0,99000.0,1,1,1,-15764,-1703,2.0
1,1,1,0,126000.0,3,1,1,-10887,-2037,2.0
1,1,1,0,126000.0,1,1,1,-9062,-758,2.0
1,0,1,1,157500.0,3,1,1,-13372,-270,3.0
1,0,1,0,202500.0,1,1,1,-20308,-12081,2.0
1,1,0,0,225000.0,1,1,1,-15820,-2402,2.0
1,0,0,0,225000.0,3,1,1,-14587,-1277,2.0
1,0,1,0,157500.0,1,2,1,-22547,365243,1.0
1,0,1,1,81000.0,1,1,1,-14787,-1731,3.0
0,1,1,0,225000.0,3,1,1,-19800,-242,2.0
1,1,1,2,180000.0,3,1,1,-11854,-880,4.0
1,0,1,0,157500.0,1,1,1,-17027,365243,2.0
1,0,1,0,90000.0,1,2,1,-23706,365243,1.0
0,1,1,0,225000.0,3,2,1,-9597,-666,1.0
1,1,1,1,337500.0,3,1,1,-17368,-1154,3.0
1,0,1,0,67500.0,1,2,1,-15684,-515,1.0
1,1,1,1,54000.0,3,1,2,-11132,-2285,3.0
0,0,1,3,135000.0,1,0,1,-13139,-2263,5.0
1,0,1,0,90000.0,1,1,1,-21496,365243,2.0
0,1,1,0,225000.0,2,4,3,-14742,-4332,1.0
1,1,1,0,157500.0,1,1,1,-17757,-4995,2.0
1,0,0,1,157500.0,1,2,2,-15656,-612,2.0
1,0,1,0,382500.0,3,1,1,-21514,365243,2.0
0,0,1,0,216000.0,1,2,1,-10693,-2590,1.0
1,0,1,0,225000.0,1,1,1,-11450,-4174,2.0
1,1,1,1,252000.0,1,0,1,-15773,-6373,3.0
1,0,1,1,90000.0,1,1,1,-20350,365243,3.0
1,0,1,0,157500.0,1,1,1,-15197,-194,2.0
0,1,1,3,90000.0,1,1,1,-13806,-2051,5.0
1,0,1,1,162000.0,3,1,1,-12811,-2812,3.0
0,1,0,0,67500.0,1,0,1,-11550,-2020,2.0
1,0,1,1,225000.0,1,1,1,-14552,-1990,3.0
0,0,0,1,112500.0,1,1,3,-12526,-679,3.0
1,0,1,1,157500.0,1,1,1,-10943,-1168,3.0
1,0,1,0,292500.0,1,1,1,-18271,-6250,2.0
1,1,1,0,225000.0,3,0,1,-11024,-2537,2.0
0,1,1,2,135000.0,1,1,1,-16605,-2812,4.0
1,0,0,1,90000.0,3,1,1,-10901,-1321,3.0
1,1,1,2,90000.0,3,1,1,-12189,-1594,4.0
1,0,0,0,130500.0,1,4,1,-20028,-2081,1.0
1,1,1,0,157500.0,3,1,1,-14034,-2293,2.0
1,0,0,0,180000.0,3,1,1,-11941,-985,2.0
0,0,1,0,855000.0,3,1,1,-14264,-5946,2.0
1,1,1,0,202500.0,1,0,1,-16070,-985,2.0
1,0,0,1,225000.0,3,2,2,-15433,-6676,2.0
1,1,1,0,175500.0,1,1,4,-17605,-5428,2.0
1,1,0,0,135000.0,1,1,1,-14051,-924,2.0
0,1,1,0,270000.0,1,1,1,-18798,-2568,2.0
0,0,1,1,202500.0,1,3,1,-12356,-286,2.0
0,1,1,0,180000.0,1,1,1,-11995,-1290,2.0
1,0,1,0,90000.0,1,1,1,-20867,365243,2.0
1,0,1,0,121500.0,1,2,3,-9080,-2112,1.0
1,0,1,0,135000.0,1,1,1,-15795,-1686,2.0
1,0,1,3,202500.0,1,0,1,-14663,-1775,5.0
1,0,1,0,180000.0,1,3,1,-23317,365243,1.0
0,1,1,0,171000.0,1,1,1,-17833,-5307,2.0
0,0,1,0,216000.0,0,2,1,-13615,-802,1.0
0,1,0,0,180000.0,1,1,1,-19470,365243,2.0
1,0,1,2,135000.0,1,1,1,-14952,-2140,4.0
1,0,1,0,126000.0,2,2,1,-8099,-1472,1.0
1,1,0,1,90000.0,3,1,1,-10495,-651,3.0
1,1,1,0,144000.0,1,1,1,-19657,-1990,2.0
0,1,1,0,337500.0,1,0,1,-16194,-467,2.0
1,0,1,0,279000.0,1,1,1,-23622,365243,2.0
1,0,0,0,157500.0,1,1,1,-18697,-4577,2.0
0,1,1,0,202500.0,1,1,1,-17270,-225,2.0
1,0,1,1,112500.0,3,0,1,-11931,-225,3.0
0,0,1,0,135000.0,3,1,1,-12544,-2081,2.0
1,1,0,0,54000.0,1,0,3,-8730,-1767,2.0
0,1,1,0,202500.0,1,1,1,-8568,-736,2.0
0,1,0,0,225000.0,3,1,1,-14392,-3872,2.0
1,0,0,0,112500.0,1,1,2,-15541,-97,2.0
0,1,1,0,166500.0,1,1,1,-10591,-340,2.0
0,1,1,1,225000.0,1,1,1,-11480,-2716,3.0
0,0,1,0,202500.0,1,2,1,-21541,-462,1.0
0,1,1,0,450000.0,3,1,1,-20860,-2716,2.0
0,1,1,1,202500.0,1,0,1,-10789,-2532,3.0
1,0,1,2,157500.0,3,1,1,-10417,-1681,4.0
1,0,1,0,441000.0,2,1,1,-11571,-2897,2.0
0,0,1,0,135000.0,1,0,1,-18380,-919,2.0
0,1,1,0,292500.0,1,1,1,-23634,-5485,2.0
0,1,1,0,144000.0,1,1,1,-23528,365243,2.0
1,0,1,0,112500.0,3,0,1,-11323,-2746,2.0
1,0,1,0,67500.0,1,2,1,-13031,-2777,1.0
1,0,1,0,144000.0,3,3,1,-19230,-1193,1.0
1,0,1,0,270000.0,1,2,1,-17078,-3354,1.0
0,0,0,0,157500.0,1,2,1,-12546,-309,1.0
1,0,1,0,135000.0,1,1,1,-20117,365243,2.0
0,0,1,0,54000.0,1,1,1,-21440,-797,2.0
0,1,1,2,405000.0,3,1,1,-13308,-1285,4.0
1,0,1,0,247500.0,1,1,1,-13718,-554,2.0
0,1,0,0,135000.0,1,1,3,-15948,-1801,2.0
1,1,1,0,112500.0,1,1,1,-12534,-1071,2.0
0,1,1,0,315000.0,3,1,1,-13497,-524,2.0
1,0,1,0,202500.0,1,1,1,-22079,365243,2.0
1,0,0,0,180000.0,1,1,1,-20515,365243,2.0
1,1,1,0,292500.0,1,1,1,-17144,-1285,2.0
0,1,1,0,135000.0,1,1,1,-24163,-2563,2.0
0,1,0,0,180000.0,1,1,1,-11369,-1923,2.0
1,1,1,0,112500.0,3,1,1,-11988,-1923,2.0
0,0,1,0,202500.0,3,1,1,-20805,-462,2.0
1,1,1,1,90000.0,1,1,1,-10164,-1497,3.0
1,1,0,1,180000.0,3,1,1,-12630,-2563,3.0
1,0,0,2,126000.0,1,0,1,-13438,-3811,4.0
0,1,0,1,135000.0,1,1,1,-14544,-4238,3.0
1,0,1,0,157500.0,1,1,5,-13440,-2685,2.0
0,1,1,1,360000.0,3,1,1,-10805,-2166,3.0
0,0,1,1,157500.0,1,1,1,-11673,-1011,3.0
1,0,1,2,157500.0,1,1,1,-13447,-4633,4.0
0,1,1,0,180000.0,1,1,1,-18310,-3841,2.0
1,0,1,0,112500.0,1,1,2,-18246,-11420,2.0
1,0,1,0,67500.0,1,3,1,-20829,365243,1.0
1,0,1,0,90000.0,1,1,1,-15734,-1985,2.0
1,0,0,0,135000.0,1,4,1,-19839,365243,1.0
1,1,0,0,112500.0,1,1,1,-21206,365243,2.0
1,0,0,0,67500.0,1,2,1,-20155,365243,1.0
1,0,0,0,292500.0,2,0,1,-10107,-1681,2.0
0,1,1,0,171000.0,1,1,1,-14530,-1102,2.0
1,0,1,0,103500.0,1,4,1,-22611,365243,1.0
0,0,0,2,112500.0,1,1,1,-11412,-2319,4.0
0,1,1,0,166500.0,1,2,1,-14826,-1681,1.0
0,1,1,0,315000.0,1,0,1,-17463,-980,2.0
0,0,1,0,180000.0,1,1,1,-23382,-4146,2.0
0,1,1,0,450000.0,1,1,2,-19705,-4207,2.0
1,1,1,0,234000.0,0,1,1,-16149,-2350,2.0
1,0,0,2,76500.0,1,1,1,-14718,-128,4.0
0,1,0,2,202500.0,1,1,1,-18377,-6064,4.0
1,0,1,0,225000.0,1,0,1,-20987,365243,2.0
1,0,1,0,135000.0,1,2,1,-13249,-4054,1.0
0,1,1,2,112500.0,1,1,1,-9900,-189,4.0
1,0,1,1,99000.0,1,1,1,-13288,-6306,3.0
1,0,1,0,180000.0,1,1,1,-15251,-2746,2.0
0,1,1,0,301500.0,3,1,1,-13095,-5210,2.0
1,0,0,0,270000.0,1,1,1,-20470,365243,2.0
1,0,0,0,202500.0,1,0,1,-10476,-159,2.0
1,0,0,0,144000.0,1,1,2,-17716,-3111,2.0
1,0,1,0,382500.0,3,1,1,-20020,-2746,2.0
1,0,1,0,112500.0,1,3,1,-19564,-6306,1.0
1,0,0,0,180000.0,1,1,1,-21757,365243,2.0
1,0,0,1,180000.0,1,2,1,-13464,-1405,2.0
1,0,0,0,112500.0,1,1,1,-21620,-1558,2.0
0,1,0,0,405000.0,3,1,1,-10560,-1285,2.0
1,0,0,0,337500.0,3,3,1,-16221,-5819,1.0
0,1,1,0,180000.0,1,0,3,-13562,-281,2.0
1,1,1,0,171000.0,1,1,1,-23087,365243,2.0
1,1,1,1,112500.0,1,0,1,-14256,-4784,3.0
1,1,0,1,180000.0,1,1,0,-14674,-2928,3.0
0,1,1,0,270000.0,1,1,1,-10751,-2746,2.0
1,0,0,0,405000.0,1,4,2,-22323,365243,1.0
0,1,0,0,225000.0,3,1,1,-13968,-2624,2.0
1,1,0,0,76500.0,3,1,1,-11131,-97,2.0
1,0,0,2,139500.0,1,1,1,-15496,-1620,4.0
0,1,0,0,270000.0,1,2,0,-14486,-1528,1.0
0,0,1,1,135000.0,1,1,1,-10562,-189,3.0
0,1,0,0,135000.0,1,2,1,-10685,-1467,1.0
1,0,0,0,247500.0,1,1,1,-15087,-1711,2.0
1,0,1,0,135000.0,1,1,1,-14100,-3203,2.0
0,1,0,1,225000.0,1,1,1,-15762,-3231,3.0
1,0,1,0,135000.0,1,3,1,-16212,-1742,1.0
1,0,1,2,157500.0,1,1,1,-14866,-7586,4.0
0,1,1,0,180000.0,2,1,3,-14845,-340,2.0
0,1,1,2,202500.0,1,1,1,-11955,-2135,4.0
0,0,1,0,180000.0,3,2,1,-10522,-1071,1.0
1,0,1,0,72000.0,1,1,1,-19944,-1650,2.0
1,0,1,0,135000.0,3,1,1,-18634,-1558,2.0
1,0,0,0,90000.0,1,1,1,-20351,365243,2.0
1,1,1,1,94500.0,1,1,1,-10493,-3596,3.0
0,0,1,0,180000.0,3,1,1,-20103,-1377,2.0
0,0,1,1,157500.0,1,1,1,-11995,-1681,3.0
1,0,1,0,135000.0,1,0,1,-9970,-2624,2.0
1,0,1,0,112500.0,1,1,1,-16932,-5729,2.0
1,0,1,2,180000.0,3,1,1,-13860,-1801,4.0
0,1,1,1,157500.0,1,1,1,-15516,-5119,3.0
1,0,1,2,67500.0,1,1,1,-11521,-858,4.0
0,1,0,1,225000.0,1,1,1,-18164,-1100,3.0
1,1,1,0,45000.0,0,1,1,-17351,-2014,2.0
1,0,1,2,270000.0,1,1,1,-13864,-1769,4.0
1,0,1,0,189000.0,1,1,1,-16651,-4997,2.0
1,0,0,0,126000.0,1,3,2,-24490,-5240,1.0
0,0,0,0,157500.0,1,1,1,-16037,-4083,2.0
0,0,0,1,202500.0,3,1,3,-10710,-277,3.0
0,0,1,0,157500.0,1,1,1,-18468,-673,2.0
0,0,1,0,94500.0,1,1,2,-23137,365243,2.0
0,0,1,2,126000.0,1,1,1,-18201,-2256,4.0
0,1,0,1,112500.0,1,1,1,-18139,-400,3.0
1,0,1,0,90000.0,1,3,1,-21965,365243,1.0
1,0,1,3,157500.0,3,1,1,-10934,-1710,5.0
0,1,1,0,135000.0,1,1,1,-20866,-2987,2.0
0,1,1,0,180000.0,1,1,1,-13740,-765,2.0
1,0,0,0,139500.0,1,4,1,-23109,365243,1.0
1,0,1,0,202500.0,1,4,1,-21984,-3656,1.0
0,0,0,0,202500.0,1,1,2,-22750,-3291,2.0
1,1,1,0,126000.0,1,1,1,-21651,365243,2.0
0,1,1,0,360000.0,1,1,1,-20071,-4752,2.0
0,1,0,0,270000.0,1,1,3,-13749,-400,2.0
1,0,1,0,202500.0,3,3,1,-15049,-6670,1.0
1,0,1,0,225000.0,1,3,1,-22608,365243,1.0
1,0,0,0,180000.0,1,0,1,-9555,-308,2.0
1,1,1,1,112500.0,1,0,1,-14003,-369,3.0
1,0,1,0,135000.0,1,1,1,-18510,-2622,2.0
1,0,1,2,112500.0,1,3,1,-14139,-277,3.0
0,1,1,0,175500.0,3,2,1,-20097,-218,1.0
0,0,1,0,67500.0,1,1,1,-22099,365243,2.0
1,0,1,0,67500.0,1,1,1,-17665,-7309,2.0
1,0,1,1,90000.0,1,1,1,-14769,-2745,3.0
1,0,1,0,85500.0,1,1,1,-19910,-4053,2.0
1,0,1,1,112500.0,1,1,1,-17388,-3110,3.0
1,1,0,1,423000.0,1,1,1,-15152,-5909,3.0
1,0,1,0,225000.0,1,1,2,-17436,-96,2.0
1,0,1,1,135000.0,3,1,1,-11975,-4660,3.0
1,0,1,0,112500.0,1,1,1,-15582,-5056,2.0
0,0,1,0,81000.0,1,1,1,-23365,365243,2.0
1,0,1,0,450000.0,3,2,1,-16901,-400,1.0
1,0,1,1,180000.0,3,2,0,-11683,-1284,2.0
0,1,0,2,202500.0,1,1,1,-12406,-948,4.0
1,0,1,1,76500.0,1,1,1,-16187,-1345,3.0
0,1,1,0,360000.0,1,1,1,-17475,-1192,2.0
0,1,1,2,180000.0,1,1,1,-18818,-369,4.0
1,0,1,0,112500.0,1,4,1,-22081,365243,1.0
1,1,0,1,126000.0,1,2,1,-13816,-1922,2.0
1,0,1,0,90000.0,1,1,1,-9937,-2987,2.0
0,0,1,0,180000.0,1,2,1,-10720,-218,1.0
1,0,1,0,157500.0,1,1,1,-22308,365243,2.0
0,1,1,0,180000.0,1,1,1,-15303,-1345,2.0
1,1,0,2,76500.0,1,1,1,-14031,-765,4.0
1,1,1,0,117000.0,1,0,1,-9924,-614,2.0
1,1,1,0,135000.0,1,2,1,-9782,-2256,1.0
0,0,1,1,180000.0,3,1,1,-23105,-3840,3.0
