Month,Day,Year,Hour,Minute,Time,Sun House,Moon House,Mercury House,Venus House,Mars House,Jupiter House,Saturn House,Uranus House,Neptune House
5,17,1967,12,12,732,9,1,10,11,2,12,8,1,3
5,17,1967,16,45,1005,7,10,8,9,12,9,6,11,1
5,17,1967,1,7,67,3,6,3,5,8,5,1,7,9
5,17,1967,3,42,222,2,5,2,3,6,4,12,6,8
5,17,1967,13,55,835,9,12,9,10,1,11,7,12,3
5,17,1967,6,44,404,12,3,12,2,5,2,11,4,6
5,17,1967,17,2,1022,7,10,7,9,12,9,6,11,1
3,14,1967,8,47,527,11,12,11,12,6,3,12,5,7
3,14,1967,2,56,176,2,3,2,3,9,6,2,8,10
3,14,1967,10,35,635,10,11,10,11,6,2,11,4,6
3,14,1967,22,14,1334,5,6,4,5,12,9,5,10,1
3,14,1967,13,11,791,9,10,8,10,4,1,9,3,5
3,14,1967,20,25,1225,5,7,5,6,1,10,6,11,1
3,14,1967,23,7,1387,4,5,4,5,11,8,4,10,12
3,14,1967,1,37,97,3,4,2,4,10,7,3,9,11
3,14,1967,2,3,123,3,4,2,4,10,7,3,9,11
3,14,1967,10,45,645,10,11,10,11,5,2,11,4,6
3,14,1967,11,40,700,10,11,9,11,5,2,10,4,6
3,14,1967,16,32,992,7,9,7,8,3,11,8,1,3
1,11,1967,10,57,657,10,10,10,11,7,5,12,6,8
1,11,1967,10,17,617,11,11,10,11,7,5,1,7,8
1,11,1967,18,32,1112,6,7,6,7,3,1,8,2,4
1,11,1967,12,49,769,9,9,9,10,6,4,11,5,7
1,11,1967,2,50,170,2,2,2,3,11,9,4,10,12
1,11,1967,4,30,270,2,2,1,2,10,8,4,9,11
1,11,1967,7,40,460,12,12,12,12,9,6,2,8,10
1,11,1967,22,34,1354,4,5,4,5,1,11,6,12,2
1,11,1967,15,40,940,8,8,8,8,5,2,10,4,6
1,11,1967,1,35,95,3,3,3,3,12,9,5,11,1
1,11,1967,20,37,1237,5,6,5,6,2,12,7,1,3
1,11,1967,4,56,296,1,1,1,2,10,8,3,9,11
1,10,1967,6,39,399,12,12,12,1,9,7,2,8,10
1,10,1967,11,21,681,10,10,10,11,7,4,12,6,8
1,10,1967,21,9,1269,5,5,5,5,2,11,7,1,3
1,10,1967,10,8,608,11,10,10,11,7,5,1,7,9
1,10,1967,23,21,1401,4,4,4,4,1,10,6,12,2
1,10,1967,12,14,734,10,9,9,10,6,4,12,6,7
1,10,1967,5,54,354,1,1,1,1,10,7,3,9,11
1,10,1967,4,50,290,1,1,1,2,10,8,3,9,11
1,10,1967,13,58,838,9,8,8,9,5,3,11,5,7
1,10,1967,16,50,1010,7,7,7,8,4,2,9,3,5
1,10,1967,0,46,46,3,3,3,4,12,10,5,11,1
1,10,1967,16,22,982,7,7,7,8,4,2,10,4,5
6,14,1967,5,30,330,1,3,2,2,5,2,10,4,6
6,14,1967,19,18,1158,6,9,7,8,10,7,4,9,11
6,14,1967,0,18,18,3,6,4,5,7,5,1,6,8
6,14,1967,13,40,820,9,11,10,10,1,10,6,12,2
6,14,1967,11,57,717,10,12,10,11,1,11,7,1,3
6,14,1967,11,58,718,10,12,10,11,1,11,7,1,3
6,14,1967,6,23,383,12,3,1,2,4,2,10,3,5
6,14,1967,0,14,14,3,6,4,5,7,5,1,6,8
6,14,1967,12,26,746,9,12,10,11,1,11,7,12,2
6,14,1967,20,28,1228,5,8,6,7,9,7,3,8,10
6,14,1967,4,45,285,1,4,2,3,5,3,11,4,6
6,14,1967,2,21,141,2,5,3,4,6,4,12,5,7
12,2,1967,7,30,450,12,12,11,10,2,9,4,9,11
12,2,1967,15,35,935,8,8,7,6,10,5,12,5,7
12,2,1967,22,4,1324,4,5,4,3,6,1,8,2,4
12,2,1967,8,50,530,11,11,11,10,1,8,3,9,11
12,2,1967,13,54,834,8,9,8,7,10,6,12,6,8
12,2,1967,23,26,1406,4,4,3,2,5,1,8,1,3
12,2,1967,20,21,1221,5,6,5,4,7,2,9,3,5
12,2,1967,13,33,813,9,9,8,7,11,6,1,6,8
12,2,1967,23,14,1394,4,4,3,2,6,1,8,2,3
12,2,1967,8,29,509,11,12,11,10,1,8,3,9,11
12,2,1967,10,24,624,10,11,10,9,12,7,2,8,10
12,2,1967,3,51,231,2,2,1,12,3,11,5,11,1
11,21,1967,22,6,1326,4,12,4,3,6,2,9,2,4
11,21,1967,13,33,813,9,4,8,7,11,6,1,7,8
11,21,1967,12,17,737,9,5,9,8,11,7,2,7,9
11,21,1967,3,49,229,2,9,1,12,3,11,6,12,2
11,21,1967,2,23,143,2,10,2,1,4,12,7,12,2
11,21,1967,3,17,197,2,9,1,12,4,11,6,12,2
11,21,1967,2,8,128,2,10,2,1,4,12,7,12,2
11,21,1967,0,59,59,3,10,2,1,5,12,7,1,3
11,21,1967,4,22,262,1,9,1,12,3,11,6,11,1
11,21,1967,13,16,796,9,5,8,7,11,6,1,7,9
11,21,1967,0,59,59,3,10,2,1,5,12,7,1,3
11,21,1967,6,7,367,1,8,12,11,2,10,5,10,12
10,1,1967,17,13,1033,7,6,8,6,9,6,1,7,8
10,1,1967,23,34,1414,4,3,4,3,6,2,10,3,5
10,1,1967,18,43,1123,6,5,7,5,8,5,12,6,7
10,1,1967,14,12,852,8,7,9,7,11,7,2,8,10
10,1,1967,1,35,95,3,1,3,1,5,1,9,2,4
10,1,1967,7,8,428,12,11,1,11,2,11,6,12,1
10,1,1967,20,39,1239,5,4,6,4,7,4,11,5,6
10,1,1967,22,53,1373,4,3,5,3,6,3,10,4,5
10,1,1967,5,13,313,1,12,2,12,3,12,7,1,2
10,1,1967,21,14,1274,5,4,6,4,7,4,11,5,6
10,1,1967,3,41,221,2,12,2,12,4,12,8,1,3
10,1,1967,23,17,1397,4,3,5,3,6,3,10,3,5
8,23,1967,21,36,1296,5,12,5,5,7,4,12,6,7
8,23,1967,15,38,938,8,3,8,8,10,8,3,9,10
8,23,1967,9,30,570,11,6,11,11,1,10,6,12,2
8,23,1967,10,35,635,10,5,10,11,1,10,6,11,1
8,23,1967,14,42,882,8,3,8,9,11,8,4,9,11
8,23,1967,13,20,800,9,4,9,9,12,9,4,10,12
8,23,1967,14,40,880,8,3,8,9,11,8,4,9,11
8,23,1967,16,57,1017,7,2,7,7,10,7,2,8,10
8,23,1967,19,8,1148,6,1,6,6,8,6,1,7,9
8,23,1967,4,30,270,1,8,1,2,4,1,9,2,4
8,23,1967,8,33,513,11,6,11,12,2,11,7,12,2
8,23,1967,19,39,1179,6,1,6,6,8,5,1,7,8
5,21,1967,10,9,609,10,3,11,12,3,12,9,2,4
5,21,1967,18,16,1096,7,11,7,8,11,9,5,10,12
5,21,1967,6,49,409,12,5,12,2,5,2,11,4,6
5,21,1967,13,54,834,9,2,9,10,1,11,7,12,2
5,21,1967,23,15,1395,4,9,4,6,8,6,2,8,10
5,21,1967,13,34,814,9,2,9,10,1,11,7,1,3
5,21,1967,11,30,690,10,3,10,11,2,12,8,2,4
5,21,1967,11,50,710,10,2,10,11,2,12,8,1,3
5,21,1967,5,7,307,1,6,1,2,6,3,11,5,7
5,21,1967,13,11,791,9,2,9,10,2,11,7,1,3
5,21,1967,10,43,643,10,3,11,12,3,12,9,2,4
5,21,1967,7,24,444,12,5,12,1,4,2,10,4,6
1,18,1967,11,20,680,10,1,10,11,7,4,12,6,8
1,18,1967,9,56,596,11,1,11,11,7,5,1,7,8
1,18,1967,16,31,991,7,10,7,8,4,1,9,3,5
1,18,1967,0,35,35,3,6,3,4,12,9,5,11,1
1,18,1967,23,15,1395,4,7,4,5,1,10,6,12,2
1,18,1967,10,3,603,11,1,11,11,7,5,1,6,8
1,18,1967,11,37,697,10,12,10,10,6,4,12,6,7
1,18,1967,11,3,663,10,1,10,11,7,4,12,6,8
1,18,1967,23,49,1429,4,7,4,4,12,10,6,12,2
1,18,1967,7,19,439,12,3,12,1,9,6,2,8,10
1,18,1967,21,46,1306,5,8,5,5,1,11,7,1,3
1,18,1967,20,32,1232,5,8,5,6,2,11,7,1,3
9,2,1967,6,38,398,12,11,12,12,3,12,7,1,3
9,2,1967,14,34,874,8,7,9,8,11,8,3,9,11
9,2,1967,0,12,12,3,2,4,3,6,3,10,4,6
9,2,1967,20,15,1215,5,5,6,5,8,5,12,6,8
9,2,1967,11,33,693,10,9,10,10,12,9,5,10,12
9,2,1967,0,3,3,4,2,4,3,6,3,11,4,6
9,2,1967,15,33,933,8,7,8,8,10,7,3,8,10
9,2,1967,16,37,997,7,7,8,7,10,7,2,8,10
9,2,1967,14,9,849,9,8,9,8,11,8,3,9,11
9,2,1967,5,24,324,1,12,1,1,3,12,8,1,3
9,2,1967,19,33,1173,6,5,6,6,8,5,1,6,8
9,2,1967,12,0,720,10,9,10,9,12,9,5,10,12
10,1,1967,7,11,431,12,11,1,11,2,11,6,12,1
10,1,1967,23,5,1385,4,3,5,3,6,3,10,4,5
10,1,1967,8,41,521,11,10,12,10,1,10,5,11,1
10,1,1967,7,31,451,12,11,1,11,2,10,6,11,1
10,1,1967,23,52,1432,4,3,4,2,6,2,10,3,5
10,1,1967,7,54,474,12,10,12,10,2,10,6,11,1
10,1,1967,1,42,102,3,1,3,1,5,1,9,2,4
10,1,1967,4,57,297,1,12,2,12,3,12,7,1,3
10,1,1967,3,47,227,2,12,2,12,4,12,8,1,3
10,1,1967,6,39,399,12,11,1,11,2,11,6,12,2
10,1,1967,12,2,722,9,8,10,8,12,8,4,9,11
10,1,1967,14,54,894,8,7,9,7,10,7,2,8,9
7,7,1967,10,11,611,10,10,11,12,2,11,7,1,3
7,7,1967,6,31,391,12,12,12,2,4,1,9,3,4
7,7,1967,13,9,789,9,9,9,11,12,10,6,11,1
7,7,1967,13,50,830,9,9,9,10,12,10,6,11,1
7,7,1967,19,15,1155,6,6,6,8,9,7,3,8,10
7,7,1967,16,26,986,8,7,8,9,11,8,4,10,12
7,7,1967,15,13,913,8,8,8,10,11,9,5,10,12
7,7,1967,20,56,1256,5,5,5,7,8,6,2,7,9
7,7,1967,7,44,464,12,11,12,1,3,12,9,2,4
7,7,1967,23,21,1401,4,4,4,6,7,5,1,6,8
7,7,1967,4,1,241,1,1,2,3,5,2,10,4,6
7,7,1967,15,4,904,8,8,8,10,11,9,5,10,12
6,30,1967,19,58,1198,6,3,6,7,9,7,3,8,10
6,30,1967,22,12,1332,5,2,5,6,8,6,2,7,9
6,30,1967,19,4,1144,6,3,7,8,9,7,3,9,10
6,30,1967,3,54,234,2,11,2,3,5,3,11,4,6
6,30,1967,10,53,653,10,7,11,12,2,11,7,1,3
6,30,1967,4,20,260,1,10,2,3,5,2,11,4,6
6,30,1967,5,57,357,12,10,1,2,4,2,10,3,5
6,30,1967,12,21,741,9,7,10,11,1,10,7,12,2
6,30,1967,23,26,1406,4,1,4,6,7,5,1,6,8
6,30,1967,7,40,460,12,9,12,1,3,1,9,2,4
6,30,1967,13,0,780,9,6,10,11,1,10,6,12,2
6,30,1967,19,51,1191,6,3,6,7,9,7,3,8,10
7,9,1967,10,24,624,10,11,10,12,2,11,7,1,3
7,9,1967,19,9,1149,6,7,6,8,9,7,3,8,10
7,9,1967,21,2,1262,5,6,5,7,8,6,2,7,9
7,9,1967,22,36,1356,4,5,4,6,7,5,1,6,8
7,9,1967,15,28,928,8,9,8,9,11,9,5,10,12
7,9,1967,20,20,1220,6,6,6,7,9,6,2,8,9
7,9,1967,21,57,1317,5,6,5,6,8,6,1,7,9
7,9,1967,17,50,1070,7,8,7,8,10,8,3,9,11
7,9,1967,0,31,31,3,4,3,5,6,4,12,6,7
7,9,1967,1,15,75,3,3,3,5,6,4,12,5,7
7,9,1967,5,17,317,1,1,1,2,4,2,10,3,5
7,9,1967,5,4,304,1,2,1,3,4,2,10,3,5
4,27,1967,20,6,1206,6,1,5,7,11,8,5,10,12
4,27,1967,20,25,1225,5,1,5,7,11,8,4,10,12
4,27,1967,1,20,80,3,10,2,4,8,6,2,8,9
4,27,1967,5,44,344,1,8,12,2,6,4,12,5,7
4,27,1967,8,46,526,11,6,11,12,5,2,10,4,6
4,27,1967,14,16,856,8,4,8,10,2,11,8,1,3
4,27,1967,1,30,90,3,10,2,4,8,6,2,7,9
4,27,1967,2,39,159,2,9,2,4,8,5,1,7,9
4,27,1967,17,52,1072,7,2,6,8,12,9,6,11,1
4,27,1967,4,29,269,1,8,1,3,7,4,12,6,8
4,27,1967,15,1,901,8,3,8,9,2,11,7,1,3
4,27,1967,23,12,1392,4,12,3,5,9,7,3,9,11
6,2,1967,19,44,1184,6,4,7,7,10,8,4,9,11
6,2,1967,5,22,322,1,11,2,2,5,3,11,4,6
6,2,1967,23,0,1380,4,2,5,6,8,6,2,7,9
6,2,1967,23,26,1406,4,2,5,6,8,6,2,7,9
6,2,1967,14,16,856,8,6,9,10,1,10,6,12,2
6,2,1967,18,5,1085,7,4,7,8,11,8,5,10,12
6,2,1967,20,1,1201,6,3,7,7,10,7,4,9,11
6,2,1967,8,54,534,11,9,12,1,3,1,9,2,4
6,2,1967,11,38,698,10,8,10,11,2,11,8,1,3
6,2,1967,0,0,0,4,1,4,5,8,5,2,7,9
6,2,1967,2,56,176,2,12,3,4,6,4,12,6,7
6,2,1967,9,8,548,11,9,12,12,3,1,9,2,4
5,10,1967,18,15,1095,7,7,7,8,11,9,5,11,1
5,10,1967,0,8,8,3,4,3,5,8,6,2,8,10
5,10,1967,5,0,300,1,1,1,2,6,4,12,5,7
5,10,1967,15,3,903,8,8,8,9,1,10,7,12,2
5,10,1967,22,16,1336,4,5,4,6,9,7,3,9,11
5,10,1967,6,32,392,12,12,12,2,5,3,11,4,6
5,10,1967,20,15,1215,6,6,5,7,10,8,4,10,12
5,10,1967,8,10,490,11,12,11,1,4,2,10,4,6
5,10,1967,12,36,756,9,9,9,11,2,12,8,1,3
5,10,1967,17,23,1043,7,7,7,8,12,9,6,11,1
5,10,1967,19,40,1180,6,6,6,7,11,8,4,10,12
5,10,1967,8,31,511,11,11,11,1,4,2,10,3,5
6,21,1967,8,54,534,11,5,12,1,3,12,9,2,4
6,21,1967,4,55,295,1,6,2,3,5,2,11,4,6
6,21,1967,10,4,604,10,4,11,12,2,12,8,1,3
6,21,1967,8,18,498,11,5,12,1,3,1,9,2,4
6,21,1967,8,4,484,11,5,12,1,3,1,9,2,4
6,21,1967,6,38,398,12,6,1,2,4,1,10,3,5
6,21,1967,17,55,1075,7,12,8,8,10,8,4,9,11
6,21,1967,20,53,1253,5,11,6,7,9,7,3,8,10
6,21,1967,7,7,427,12,5,1,2,4,1,9,3,5
6,21,1967,3,49,229,2,7,2,3,5,3,11,4,6
6,21,1967,4,13,253,1,7,2,3,5,3,11,4,6
6,21,1967,15,29,929,8,2,9,9,11,9,5,11,1
3,18,1967,17,49,1069,7,9,6,8,2,11,7,1,3
3,18,1967,8,45,525,11,2,11,12,6,3,11,5,7
3,18,1967,20,23,1223,5,8,5,6,1,9,6,11,1
3,18,1967,17,3,1023,7,10,6,8,2,11,7,1,3
3,18,1967,22,11,1331,5,7,4,6,12,9,5,10,1
3,18,1967,18,48,1128,6,9,5,7,1,10,6,12,2
3,18,1967,13,38,818,9,11,8,10,4,1,9,3,5
3,18,1967,11,46,706,10,12,9,11,5,2,10,4,5
3,18,1967,14,9,849,9,11,8,10,4,12,9,2,4
3,18,1967,0,12,12,4,6,3,5,11,8,4,9,11
3,18,1967,3,31,211,2,4,1,3,9,6,2,8,10
3,18,1967,3,47,227,2,4,1,3,9,6,2,8,10
1,10,1967,14,19,859,8,8,8,9,5,3,11,5,6
1,10,1967,11,53,713,10,9,10,10,7,4,12,6,8
1,10,1967,20,30,1230,5,5,5,6,2,12,8,1,3
1,10,1967,18,17,1097,6,6,6,7,3,1,9,3,4
1,10,1967,14,23,863,8,8,8,9,5,3,11,5,6
1,10,1967,11,0,660,10,10,10,11,7,5,12,6,8
1,10,1967,15,4,904,8,8,8,9,5,2,10,4,6
1,10,1967,5,4,304,1,1,1,2,10,8,3,9,11
1,10,1967,2,2,122,3,2,2,3,12,9,5,11,1
1,10,1967,20,57,1257,5,5,5,6,2,11,7,1,3
1,10,1967,23,36,1416,4,4,4,4,1,10,6,12,2
1,10,1967,9,36,576,11,11,11,11,8,5,1,7,9
2,5,1967,6,52,412,12,11,1,1,8,6,2,7,9
2,5,1967,15,25,925,8,6,8,9,4,1,9,3,5
2,5,1967,8,20,500,12,10,12,12,8,5,1,7,9
2,5,1967,5,57,357,1,11,1,1,9,6,2,8,10
2,5,1967,15,15,915,8,6,8,9,4,1,9,3,5
2,5,1967,0,10,10,4,2,4,4,12,9,5,11,1
2,5,1967,14,52,892,8,6,9,9,4,2,10,3,5
2,5,1967,9,37,577,11,9,11,12,7,4,12,6,8
2,5,1967,20,21,1221,5,4,6,6,2,11,7,1,3
2,5,1967,20,0,1200,6,4,6,6,2,11,7,1,3
2,5,1967,2,3,123,3,1,3,3,11,8,4,10,12
2,5,1967,1,17,77,3,1,3,4,11,8,4,10,12
4,6,1967,16,13,973,8,6,7,9,2,11,7,1,3
4,6,1967,22,46,1366,4,3,3,5,11,8,4,9,12
4,6,1967,5,32,332,1,12,12,2,7,4,12,6,8
4,6,1967,12,50,770,9,8,8,10,4,12,9,2,4
4,6,1967,22,1,1321,5,4,4,6,11,8,4,10,12
4,6,1967,18,37,1117,6,5,5,7,1,10,6,12,2
4,6,1967,15,14,914,8,7,7,9,2,11,8,1,3
4,6,1967,8,44,524,11,10,10,12,6,3,11,4,6
4,6,1967,14,43,883,8,7,7,9,3,12,8,1,3
4,6,1967,16,46,1006,7,6,6,8,2,11,7,12,2
4,6,1967,4,8,248,1,12,1,3,8,5,1,7,9
4,6,1967,22,21,1341,4,3,4,6,11,8,4,10,12
8,2,1967,3,4,184,2,12,1,3,5,2,10,3,5
8,2,1967,20,8,1208,6,4,5,7,8,6,2,7,9
8,2,1967,13,24,804,9,7,8,10,12,9,5,10,12
8,2,1967,8,52,532,11,9,10,12,2,11,7,1,2
8,2,1967,18,34,1114,6,5,6,7,9,7,2,8,10
8,2,1967,6,31,391,12,11,12,1,3,12,8,2,4
8,2,1967,9,4,544,11,9,10,12,2,11,7,12,2
8,2,1967,5,16,316,1,11,12,2,4,1,9,2,4
8,2,1967,13,44,824,9,7,8,10,12,9,5,10,12
8,2,1967,4,6,246,1,12,1,3,4,2,10,3,5
8,2,1967,0,39,39,3,1,3,4,6,3,11,5,6
8,2,1967,1,6,66,3,1,2,4,6,3,11,4,6
5,9,1967,8,54,534,11,11,11,12,4,1,10,3,5
5,9,1967,0,52,52,3,3,3,5,8,6,2,7,9
5,9,1967,20,21,1221,5,5,5,7,10,8,4,10,12
5,9,1967,4,41,281,1,1,1,3,6,4,12,5,7
5,9,1967,23,27,1407,4,4,4,5,9,6,3,8,10
5,9,1967,6,1,361,12,12,12,2,6,3,11,5,7
5,9,1967,16,36,996,7,7,7,9,12,10,6,11,2
5,9,1967,23,33,1413,4,4,4,5,9,6,2,8,10
5,9,1967,9,42,582,11,10,11,12,4,1,9,3,5
5,9,1967,4,46,286,1,1,1,3,6,4,12,5,7
5,9,1967,19,18,1158,6,6,6,7,11,8,5,10,12
5,9,1967,2,26,146,2,2,2,4,7,5,1,7,8
3,29,1967,15,24,924,8,3,7,9,3,11,8,1,3
3,29,1967,13,42,822,9,4,8,10,3,12,9,2,4
3,29,1967,1,5,65,3,10,2,4,10,7,3,9,11
3,29,1967,13,27,807,9,4,8,10,4,12,9,2,4
3,29,1967,19,52,1192,6,1,5,7,12,9,6,11,1
3,29,1967,20,27,1227,5,1,5,7,12,9,5,11,1
3,29,1967,16,58,1018,7,3,6,8,2,11,7,1,3
3,29,1967,4,56,296,1,8,12,2,8,5,1,7,9
3,29,1967,16,24,984,7,3,7,8,2,11,7,1,3
3,29,1967,0,0,0,4,11,3,5,10,7,3,9,11
3,29,1967,0,47,47,3,10,2,4,10,7,3,9,11
3,29,1967,13,35,815,9,4,8,10,4,12,9,2,4
10,23,1967,3,14,194,2,9,2,12,4,12,7,1,3
10,23,1967,6,35,395,12,8,1,11,2,10,6,11,1
10,23,1967,13,17,797,9,5,9,7,11,7,2,8,10
10,23,1967,8,38,518,11,7,12,10,1,9,4,10,12
10,23,1967,2,56,176,2,10,3,1,4,12,7,1,3
10,23,1967,21,23,1283,5,1,5,3,7,3,10,4,5
10,23,1967,15,4,904,8,4,8,7,10,6,1,7,9
10,23,1967,21,11,1271,5,1,5,3,7,3,10,4,6
10,23,1967,1,30,90,3,10,3,1,5,1,8,2,3
10,23,1967,23,42,1422,4,11,4,2,6,2,9,3,4
10,23,1967,3,10,190,2,10,3,12,4,12,7,1,3
10,23,1967,15,12,912,8,4,8,6,10,6,1,7,9
8,17,1967,14,5,845,9,2,8,9,11,8,4,9,11
8,17,1967,2,9,129,2,7,2,3,5,2,10,3,5
8,17,1967,17,12,1032,7,12,7,8,10,7,2,8,10
8,17,1967,6,2,362,12,5,12,1,3,12,8,2,3
8,17,1967,7,17,437,12,5,12,1,3,12,8,1,3
8,17,1967,3,32,212,2,6,1,2,4,2,9,3,5
8,17,1967,21,43,1303,5,10,5,5,7,5,12,6,7
8,17,1967,4,56,296,1,6,1,2,4,1,9,2,4
8,17,1967,14,4,844,9,2,8,9,11,8,4,9,11
8,17,1967,12,22,742,9,2,9,10,12,9,5,10,12
8,17,1967,19,34,1174,6,11,6,6,8,6,1,7,9
8,17,1967,2,19,139,2,7,2,3,5,2,10,3,5
2,7,1967,0,32,32,3,2,4,4,12,9,5,11,1
2,7,1967,12,5,725,10,9,10,10,6,3,11,5,7
2,7,1967,0,17,17,4,3,4,4,12,9,5,11,1
2,7,1967,22,30,1350,4,4,5,5,1,10,6,12,2
2,7,1967,1,42,102,3,2,3,4,11,8,4,10,12
2,7,1967,14,8,848,9,8,9,9,5,2,10,4,6
2,7,1967,18,15,1095,6,6,7,7,3,12,8,2,4
2,7,1967,20,57,1257,5,4,6,6,1,10,6,12,2
2,7,1967,14,5,845,9,8,9,9,5,2,10,4,6
2,7,1967,21,12,1272,5,4,6,6,1,10,6,12,2
2,7,1967,11,4,664,10,9,11,11,6,3,11,5,7
2,7,1967,8,0,480,12,11,12,12,8,5,1,7,9
4,23,1967,19,33,1173,6,11,5,7,11,9,5,10,1
4,23,1967,5,23,323,1,6,12,2,6,4,12,6,7
4,23,1967,17,34,1054,7,12,6,8,1,10,6,11,2
4,23,1967,1,1,61,3,8,2,4,9,6,2,8,10
4,23,1967,3,17,197,2,7,1,3,8,5,1,7,9
4,23,1967,11,40,700,10,3,9,11,3,12,9,2,4
4,23,1967,20,1,1201,6,11,5,7,11,9,5,10,12
4,23,1967,9,54,594,11,4,10,12,4,1,10,3,5
4,23,1967,15,47,947,8,1,7,9,1,11,7,12,2
4,23,1967,7,38,458,12,5,11,1,5,3,11,4,6
4,23,1967,13,27,807,9,2,8,10,3,12,8,2,4
4,23,1967,7,0,420,12,5,11,1,6,3,11,5,7
6,2,1967,1,0,60,3,1,4,5,7,5,1,6,8
6,2,1967,9,36,576,11,9,11,12,3,12,9,2,4
6,2,1967,9,25,565,11,9,11,12,3,1,9,2,4
6,2,1967,10,5,605,10,8,11,12,3,12,9,2,4
6,2,1967,5,4,304,1,11,2,3,5,3,11,4,6
6,2,1967,1,11,71,3,1,4,5,7,5,1,6,8
6,2,1967,18,38,1118,6,4,7,8,10,8,4,10,12
6,2,1967,10,6,606,10,8,11,12,3,12,9,2,4
6,2,1967,7,8,428,12,10,1,1,4,2,10,3,5
6,2,1967,4,3,243,1,11,2,3,6,3,12,5,7
6,2,1967,1,10,70,3,1,4,5,7,5,1,6,8
6,2,1967,11,17,677,10,8,11,11,2,12,8,1,3
9,23,1967,9,34,574,11,6,11,10,1,10,5,11,1
9,23,1967,7,1,421,12,8,1,11,2,11,6,12,2
9,23,1967,12,15,735,9,5,10,8,12,8,4,9,11
9,23,1967,16,26,986,7,3,8,6,10,6,2,7,9
9,23,1967,22,48,1368,4,12,5,3,6,3,10,4,6
9,23,1967,16,12,972,7,3,8,7,10,6,2,7,9
9,23,1967,20,19,1219,5,1,6,4,7,4,12,5,7
9,23,1967,16,23,983,7,3,8,6,10,6,2,7,9
9,23,1967,1,32,92,3,10,3,2,5,2,9,3,4
9,23,1967,12,42,762,9,5,10,8,12,8,3,9,11
9,23,1967,2,31,151,2,10,3,1,4,1,9,2,4
9,23,1967,12,16,736,9,5,10,8,12,8,4,9,11
5,4,1967,10,19,619,10,9,10,12,4,1,9,3,5
5,4,1967,8,58,538,11,9,11,12,4,2,10,3,5
5,4,1967,6,28,388,12,10,12,2,5,3,11,5,7
5,4,1967,8,21,501,11,10,11,1,5,2,10,4,6
5,4,1967,15,55,955,8,6,7,9,1,10,6,12,2
5,4,1967,2,25,145,2,12,2,4,8,5,1,7,9
5,4,1967,4,9,249,1,12,1,3,7,4,12,6,8
5,4,1967,19,14,1154,6,4,6,7,11,9,5,10,12
5,4,1967,23,45,1425,4,2,3,5,9,6,3,8,10
5,4,1967,3,29,209,2,12,1,3,7,4,1,6,8
5,4,1967,11,17,677,10,8,10,11,3,12,9,2,4
5,4,1967,14,33,873,8,6,8,10,2,11,7,1,3
8,23,1826,6,54,414,12,8,1,2,3,1,10,5,5
8,23,1826,11,5,665,10,6,11,12,1,11,8,3,3
8,23,1826,5,15,315,1,9,2,2,4,2,11,6,5
8,23,1826,9,48,588,11,7,11,12,2,11,9,4,3
8,23,1826,14,15,855,9,5,9,10,12,9,7,1,1
8,23,1826,22,14,1334,5,1,5,6,7,5,3,9,9
8,23,1826,7,29,449,12,8,12,1,3,1,10,5,4
8,23,1826,14,40,880,8,5,9,10,11,9,7,1,1
8,23,1826,13,50,830,9,5,9,10,12,9,7,2,1
8,23,1826,14,23,863,9,5,9,10,12,9,7,1,1
8,23,1826,7,15,435,12,8,1,1,3,1,10,5,4
8,23,1826,18,53,1133,6,2,7,8,9,7,4,11,11
2,22,1826,10,28,628,11,5,10,11,7,5,2,9,9
2,22,1826,16,39,999,8,1,7,7,4,2,11,6,6
2,22,1826,21,39,1299,5,11,5,5,1,11,8,4,3
2,22,1826,23,58,1438,4,10,3,4,12,10,7,3,2
2,22,1826,4,11,251,2,8,1,2,10,8,5,1,12
2,22,1826,0,24,24,4,9,3,4,12,10,7,2,2
2,22,1826,2,26,146,3,8,2,3,11,9,6,1,1
2,22,1826,23,44,1424,4,10,4,4,12,10,7,3,2
2,22,1826,9,50,590,11,5,11,11,7,5,2,10,9
2,22,1826,15,2,902,8,2,8,8,5,3,12,7,6
2,22,1826,2,25,145,3,8,2,3,11,9,6,1,1
2,22,1826,15,43,943,8,2,8,8,4,2,11,6,6
11,2,1826,17,42,1062,7,8,7,8,9,6,3,9,9
11,2,1826,1,55,115,3,4,3,4,5,2,11,5,5
11,2,1826,3,8,188,2,3,3,4,4,1,10,5,4
11,2,1826,4,59,299,1,2,2,3,4,12,9,4,3
11,2,1826,6,1,361,1,2,1,2,3,12,9,3,3
11,2,1826,9,31,571,11,12,11,1,1,10,7,2,1
11,2,1826,15,1,901,8,9,8,10,11,7,4,11,10
11,2,1826,12,29,749,9,11,10,11,12,8,6,12,12
11,2,1826,19,36,1176,6,7,6,7,8,5,2,8,8
11,2,1826,21,26,1286,5,6,5,6,7,4,1,7,7
11,2,1826,13,29,809,9,10,9,11,11,8,5,12,11
11,2,1826,18,5,1085,6,8,7,8,9,5,3,9,9
1,4,1826,2,23,143,3,1,2,2,12,11,8,3,3
1,4,1826,0,21,21,4,2,3,3,1,12,9,4,4
1,4,1826,6,23,383,1,11,1,12,10,9,6,1,1
1,4,1826,16,49,1009,7,5,7,7,5,3,12,7,7
1,4,1826,2,48,168,2,12,2,2,12,10,8,3,2
1,4,1826,6,37,397,1,11,12,12,10,9,6,1,1
